1.1.1.1	alcohol dehydrogenase
2.5.1.106	tryprostatin B synthase
2.5.1.107	verruculogen prenyltransferase
2.5.1.108	2-(3-amino-3-carboxypropyl)histidine synthase
2.5.1.109	brevianamide F prenyltransferase (deoxybrevianamide E-forming)
2.5.1.110	12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase
2.5.1.111	4-hydroxyphenylpyruvate 3-dimethylallyltransferase
2.5.1.112	adenylate dimethylallyltransferase (ADP/ATP-dependent)
2.5.1.113	[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase
2.5.1.114	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
2.5.1.115	homogentisate phytyltransferase
2.5.1.116	homogentisate geranylgeranyltransferase
2.5.1.117	homogentisate solanesyltransferase
2.5.1.118	beta-(isoxazolin-5-on-2-yl)-L-alanine synthase
2.5.1.119	beta-(isoxazolin-5-on-4-yl)-L-alanine synthase
2.5.1.120	aminodeoxyfutalosine synthase
2.5.1.121	5,10-dihydrophenazine-1-carboxylate 9-dimethylallyltransferase
2.5.1.122	4-O-dimethylallyl-L-tyrosine synthase
2.5.1.123	flaviolin linalyltransferase
2.5.1.124	6-linalyl-2-O,3-dimethylflaviolin synthase
2.5.1.125	7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione synthase
2.5.1.126	norspermine synthase
2.5.1.127	caldopentamine synthase
2.5.1.128	N(4)-bis(aminopropyl)spermidine synthase
2.5.1.129	flavin prenyltransferase
2.5.1.130	2-carboxy-1,4-naphthoquinone phytyltransferase
2.5.1.131	(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase
2.5.1.132	3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase
2.5.1.133	bacteriochlorophyll a synthase
2.5.1.134	cystathionine beta-synthase (O-acetyl-L-serine)
2.5.1.135	validamine 7-phosphate valienyltransferase
2.5.1.136	2-acylphloroglucinol 4-prenyltransferase
2.5.1.137	2-acyl-4-prenylphloroglucinol 6-prenyltransferase
2.5.1.138	coumarin 8-geranyltransferase
2.5.1.139	umbelliferone 6-dimethylallyltransferase
2.5.1.140	N-(2-amino-2-carboxyethyl)-L-glutamate synthase
2.5.1.141	heme o synthase
2.5.1.142	nerylneryl diphosphate synthase
2.5.1.143	pyridinium-3,5-biscarboxylic acid mononucleotide synthase
2.5.1.144	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)
2.5.1.145	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
2.5.1.146	3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase
2.5.1.147	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase
2.5.1.148	lycopaoctaene synthase
2.5.1.149	lycopene elongase/hydratase (flavuxanthin-forming)
2.5.1.150	lycopene elongase/hydratase (dihydrobisanhydrobacterioruberin-forming)
2.5.1.151	alkylcobalamin dealkylase
2.5.1.152	D-histidine 2-aminobutanoyltransferase
2.5.1.153	adenosine tuberculosinyltransferase
2.5.1.154	corrinoid adenosyltransferase EutT
2.5.1.155	phosphoglycerol geranylfarnesyltransferase
2.5.1.156	geranylfarnesylglycerol-phosphate geranylfarnesyltransferase
2.5.1.157	rRNA small subunit aminocarboxypropyltransferase
2.5.1.158	hexaprenyl diphosphate synthase (prenyl-diphosphate specific)
2.5.1.159	hapalindole G dimethylallyltransferase
2.5.1.160	plant cystathionine gamma-synthase
2.5.1.161	S-adenosyl-L-methionine:NAD(+) aminocarboxypropyltransferase
2.5.1.n9	heptaprenylglyceryl phosphate synthase
2.6.1.1	aspartate transaminase
2.6.1.2	alanine transaminase
2.6.1.3	cysteine transaminase
2.6.1.4	glycine transaminase
2.6.1.5	tyrosine transaminase
2.6.1.6	leucine transaminase
2.6.1.7	kynurenine--oxoglutarate transaminase
2.6.1.9	histidinol-phosphate transaminase
2.6.1.11	acetylornithine transaminase
2.6.1.12	alanine--oxo-acid transaminase
2.6.1.13	ornithine aminotransferase
2.6.1.14	asparagine--oxo-acid transaminase
2.6.1.15	glutamine--pyruvate transaminase
2.6.1.16	glutamine--fructose-6-phosphate transaminase (isomerizing)
2.6.1.17	succinyldiaminopimelate transaminase
2.6.1.18	beta-alanine--pyruvate transaminase
2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase
2.6.1.21	D-amino-acid transaminase
2.6.1.22	(S)-3-amino-2-methylpropionate transaminase
2.6.1.23	4-hydroxyglutamate transaminase
2.6.1.24	diiodotyrosine transaminase
2.6.1.26	thyroid-hormone transaminase
2.6.1.27	tryptophan transaminase
2.6.1.28	tryptophan--phenylpyruvate transaminase
2.6.1.29	diamine transaminase
2.6.1.30	pyridoxamine--pyruvate transaminase
2.6.1.31	pyridoxamine--oxaloacetate transaminase
2.6.1.32	valine--3-methyl-2-oxovalerate transaminase
2.6.1.33	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
2.6.1.34	UDP-N-acetylbacillosamine transaminase
2.6.1.35	glycine--oxaloacetate transaminase
2.6.1.36	L-lysine 6-transaminase
2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase
2.6.1.38	histidine transaminase
2.6.1.39	2-aminoadipate transaminase
2.6.1.40	(R)-3-amino-2-methylpropionate--pyruvate transaminase
2.6.1.41	D-methionine--pyruvate transaminase
2.6.1.42	branched-chain-amino-acid transaminase
2.6.1.43	aminolevulinate transaminase
2.6.1.44	alanine--glyoxylate transaminase
2.6.1.45	serine--glyoxylate transaminase
2.6.1.46	diaminobutyrate--pyruvate transaminase
2.6.1.47	alanine--oxomalonate transaminase
2.6.1.48	5-aminovalerate transaminase
2.6.1.49	dihydroxyphenylalanine transaminase
2.6.1.50	glutamine--scyllo-inositol transaminase
2.6.1.51	serine--pyruvate transaminase
2.6.1.52	phosphoserine transaminase
2.6.1.54	pyridoxamine-phosphate transaminase
2.6.1.55	taurine--2-oxoglutarate transaminase
2.6.1.56	1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase
2.6.1.57	aromatic-amino-acid transaminase
2.6.1.58	phenylalanine(histidine) transaminase
2.6.1.59	dTDP-4-amino-4,6-dideoxygalactose transaminase
2.6.1.60	aromatic-amino-acid--glyoxylate transaminase
2.6.1.62	adenosylmethionine--8-amino-7-oxononanoate transaminase
2.6.1.63	kynurenine--glyoxylate transaminase
2.6.1.64	glutamine--phenylpyruvate transaminase
2.6.1.65	N(6)-acetyl-beta-lysine transaminase
2.6.1.66	valine--pyruvate transaminase
2.6.1.67	2-aminohexanoate transaminase
2.6.1.70	aspartate--phenylpyruvate transaminase
2.6.1.71	lysine--pyruvate 6-transaminase
2.6.1.72	D-4-hydroxyphenylglycine transaminase
2.6.1.73	methionine--glyoxylate transaminase
2.6.1.74	cephalosporin-C transaminase
2.6.1.75	cysteine-conjugate transaminase
2.6.1.76	diaminobutyrate--2-oxoglutarate transaminase
2.6.1.77	taurine--pyruvate aminotransferase
2.6.1.78	aspartate--prephenate aminotransferase
2.6.1.79	glutamate--prephenate aminotransferase
2.6.1.80	nicotianamine aminotransferase
2.6.1.81	succinylornithine transaminase
2.6.1.82	putrescine--2-oxoglutarate transaminase
2.6.1.83	LL-diaminopimelate aminotransferase
2.6.1.84	arginine--pyruvate transaminase
2.6.1.85	aminodeoxychorismate synthase
2.6.1.86	2-amino-4-deoxychorismate synthase
2.6.1.87	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
2.6.1.88	methionine transaminase
2.6.1.89	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase
2.6.1.90	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
2.6.1.92	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
2.6.1.93	neamine transaminase
2.6.1.94	2'-deamino-2'-hydroxyneamine transaminase
2.6.1.95	neomycin C transaminase
2.6.1.96	4-aminobutyrate--pyruvate transaminase
2.6.1.97	archaeosine synthase
2.6.1.98	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
2.6.1.99	L-tryptophan--pyruvate aminotransferase
2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
2.6.1.102	GDP-perosamine synthase
2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase
2.6.1.104	3-dehydro-glucose-6-phosphate--glutamate transaminase
2.6.1.105	lysine--8-amino-7-oxononanoate transaminase
2.6.1.106	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
2.6.1.107	beta-methylphenylalanine transaminase
2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
2.6.1.109	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
2.6.1.110	dTDP-4-dehydro-2,3,6-trideoxy-D-glucose 4-aminotransferase
2.6.1.111	3-aminobutanoyl-CoA transaminase
2.6.1.112	(S)-ureidoglycine--glyoxylate transaminase
2.6.1.113	putrescine--pyruvate transaminase
2.6.1.114	8-demethyl-8-aminoriboflavin-5'-phosphate synthase
2.6.1.115	5-hydroxydodecatetraenal 1-aminotransferase
2.6.1.116	6-aminohexanoate aminotransferase
2.6.1.117	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
2.6.1.118	[amino group carrier protein]-gamma-(L-lysyl)-L-glutamate aminotransferase
2.6.1.119	vanillin aminotransferase
2.6.1.120	beta-alanine--2-oxoglutarate transaminase
2.6.1.121	8-amino-7-oxononanoate carboxylating dehydrogenase
2.6.1.122	UDP-N-acetyl-3-dehydro-alpha-D-glucosamine 3-aminotranferase
2.6.1.123	4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming)
2.6.1.124	[amino-group carrier protein]-gamma-(L-ornithyl)-L-glutamate aminotransferase
2.6.1.125	L-arginine:2-oxoglutarate transaminase
2.6.1.126	L-aspartate:5-guanidino-3-methyl-2-oxopentanoate transaminase
2.6.3.1	oximinotransferase
2.6.99.1	dATP(dGTP)--DNA purinetransferase
2.6.99.2	pyridoxine 5'-phosphate synthase
2.6.99.3	O-ureido-L-serine synthase
2.7.1.1	hexokinase
2.7.1.2	glucokinase
2.7.1.3	ketohexokinase
2.7.1.4	fructokinase
2.7.1.5	rhamnulokinase
2.7.1.6	galactokinase
2.7.1.7	mannokinase
2.7.1.8	glucosamine kinase
2.7.1.10	phosphoglucokinase
2.7.1.11	6-phosphofructokinase
2.7.1.12	gluconokinase
2.7.1.13	dehydrogluconokinase
2.7.1.14	sedoheptulokinase
2.7.1.15	ribokinase
2.7.1.16	ribulokinase
2.7.1.17	xylulokinase
2.7.1.18	phosphoribokinase
2.7.1.19	phosphoribulokinase
2.7.1.20	adenosine kinase
2.7.1.21	thymidine kinase
2.7.1.22	ribosylnicotinamide kinase
2.7.1.23	NAD(+) kinase
2.7.1.24	dephospho-CoA kinase
2.7.1.25	adenylyl-sulfate kinase
2.7.1.26	riboflavin kinase
2.7.1.27	erythritol kinase (D-erythritol 4-phosphate-forming)
2.7.1.28	triokinase
2.7.1.29	glycerone kinase
2.7.1.30	glycerol kinase
2.7.1.31	glycerate 3-kinase
2.7.1.32	choline kinase
2.7.1.33	pantothenate kinase
2.7.1.34	pantetheine kinase
2.7.1.35	pyridoxal kinase
2.7.1.36	mevalonate kinase
2.7.1.39	homoserine kinase
2.7.1.40	pyruvate kinase
2.7.1.41	glucose-1-phosphate phosphodismutase
2.7.1.42	riboflavin phosphotransferase
2.7.1.43	glucuronokinase
2.7.1.44	galacturonokinase
2.7.1.45	2-dehydro-3-deoxygluconokinase
2.7.1.46	L-arabinokinase
2.7.1.47	D-ribulokinase
2.7.1.48	uridine/cytidine kinase
2.7.1.49	hydroxymethylpyrimidine kinase
2.7.1.50	hydroxyethylthiazole kinase
2.7.1.51	L-fuculokinase
2.7.1.52	fucokinase
2.7.1.53	L-xylulokinase
2.7.1.54	D-arabinokinase
2.7.1.55	allose kinase
2.7.1.56	1-phosphofructokinase
2.7.1.58	2-dehydro-3-deoxygalactonokinase
2.7.1.59	N-acetylglucosamine kinase
2.7.1.60	N-acylmannosamine kinase
2.7.1.61	acyl-phosphate--hexose phosphotransferase
2.7.1.62	phosphoramidate--hexose phosphotransferase
2.7.1.63	polyphosphate--glucose phosphotransferase
2.7.1.64	inositol 3-kinase
2.7.1.65	scyllo-inosamine 4-kinase
2.7.1.66	undecaprenol kinase
2.7.1.67	1-phosphatidylinositol 4-kinase
2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase
2.7.1.71	shikimate kinase
2.7.1.72	streptomycin 6-kinase
2.7.1.73	inosine kinase
2.7.1.74	deoxycytidine kinase
2.7.1.76	deoxyadenosine kinase
2.7.1.77	nucleoside phosphotransferase
2.7.1.78	polynucleotide 5'-hydroxyl-kinase
2.7.1.79	diphosphate--glycerol phosphotransferase
2.7.1.80	diphosphate--serine phosphotransferase
2.7.1.81	hydroxylysine kinase
2.7.1.82	ethanolamine kinase
2.7.1.83	pseudouridine kinase
2.7.1.84	alkylglycerone kinase
2.7.1.85	beta-glucoside kinase
2.7.1.86	NADH kinase
2.7.1.87	streptomycin 3''-kinase
2.7.1.88	dihydrostreptomycin-6-phosphate 3'alpha-kinase
2.7.1.89	thiamine kinase
2.7.1.90	diphosphate--fructose-6-phosphate 1-phosphotransferase
2.7.1.91	sphingosine kinase
2.7.1.92	5-dehydro-2-deoxygluconokinase
2.7.1.93	alkylglycerol kinase
2.7.1.94	acylglycerol kinase
2.7.1.95	kanamycin kinase
2.7.1.100	S-methyl-5-thioribose kinase
2.7.1.101	tagatose kinase
2.7.1.102	hamamelose kinase
2.7.1.103	viomycin kinase
2.7.1.105	6-phosphofructo-2-kinase
2.7.1.106	glucose-1,6-bisphosphate synthase
2.7.1.107	diacylglycerol kinase (ATP)
2.7.1.108	dolichol kinase
2.7.1.113	deoxyguanosine kinase
2.7.1.114	AMP--thymidine kinase
2.7.1.118	ADP--thymidine kinase
2.7.1.119	hygromycin-B 7''-O-kinase
2.7.1.121	phosphoenolpyruvate--glycerone phosphotransferase
2.7.1.122	xylitol kinase
2.7.1.127	inositol-trisphosphate 3-kinase
2.7.1.130	tetraacyldisaccharide 4'-kinase
2.7.1.134	inositol-tetrakisphosphate 1-kinase
2.7.1.136	macrolide 2'-kinase
2.7.1.137	phosphatidylinositol 3-kinase
2.7.1.138	ceramide kinase
2.7.1.140	inositol-tetrakisphosphate 5-kinase
2.7.1.142	glycerol-3-phosphate--glucose phosphotransferase
2.7.1.143	diphosphate-purine nucleoside kinase
2.7.1.144	tagatose-6-phosphate kinase
2.7.1.145	deoxynucleoside kinase
2.7.1.146	ADP-specific phosphofructokinase
2.7.1.147	ADP-specific glucose/glucosamine kinase
2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
2.7.1.149	1-phosphatidylinositol-5-phosphate 4-kinase
2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase
2.7.1.151	inositol-polyphosphate multikinase
2.7.1.153	phosphatidylinositol-4,5-bisphosphate 3-kinase
2.7.1.154	phosphatidylinositol-4-phosphate 3-kinase
2.7.1.156	adenosylcobinamide kinase
2.7.1.157	N-acetylgalactosamine kinase
2.7.1.158	inositol-pentakisphosphate 2-kinase
2.7.1.159	inositol-1,3,4-trisphosphate 5/6-kinase
2.7.1.160	2'-phosphotransferase
2.7.1.161	CTP-dependent riboflavin kinase
2.7.1.162	N-acetylhexosamine 1-kinase
2.7.1.163	hygromycin B 4-O-kinase
2.7.1.164	O-phosphoseryl-tRNA(Sec) kinase
2.7.1.165	glycerate 2-kinase
2.7.1.166	3-deoxy-D-manno-octulosonic acid kinase
2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase
2.7.1.168	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
2.7.1.169	pantoate kinase
2.7.1.170	anhydro-N-acetylmuramic acid kinase
2.7.1.171	protein-fructosamine 3-kinase
2.7.1.172	protein-ribulosamine 3-kinase
2.7.1.173	nicotinate riboside kinase
2.7.1.174	diacylglycerol kinase (CTP)
2.7.1.175	maltokinase
2.7.1.176	UDP-N-acetylglucosamine kinase
2.7.1.177	L-threonine kinase
2.7.1.178	2-dehydro-3-deoxyglucono/galactono-kinase
2.7.1.179	kanosamine kinase
2.7.1.180	FAD:protein FMN transferase
2.7.1.181	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase
2.7.1.182	phytol kinase
2.7.1.183	glycoprotein-mannosyl O(6)-kinase
2.7.1.184	sulfofructose kinase
2.7.1.185	mevalonate 3-kinase
2.7.1.186	mevalonate-3-phosphate 5-kinase
2.7.1.187	acarbose 7(IV)-phosphotransferase
2.7.1.188	2-epi-5-epi-valiolone 7-kinase
2.7.1.189	autoinducer-2 kinase
2.7.1.190	aminoglycoside 2''-phosphotransferase
2.7.1.191	protein-N(pi)-phosphohistidine--D-mannose phosphotransferase
2.7.1.192	protein-N(pi)-phosphohistidine--N-acetylmuramate phosphotransferase
2.7.1.193	protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase
2.7.1.194	protein-N(pi)-phosphohistidine--L-ascorbate phosphotransferase
2.7.1.195	protein-N(pi)-phosphohistidine--2-O-alpha-mannosyl-D-glycerate phosphotransferase
2.7.1.196	protein-N(pi)-phosphohistidine--N,N'-diacetylchitobiose phosphotransferase
2.7.1.197	protein-N(pi)-phosphohistidine--D-mannitol phosphotransferase
2.7.1.198	protein-N(pi)-phosphohistidine--D-sorbitol phosphotransferase
2.7.1.199	protein-N(pi)-phosphohistidine--D-glucose phosphotransferase
2.7.1.200	protein-N(pi)-phosphohistidine--galactitol phosphotransferase
2.7.1.201	protein-N(pi)-phosphohistidine--trehalose phosphotransferase
2.7.1.202	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase
2.7.1.203	protein-N(pi)-phosphohistidine--D-glucosaminate phosphotransferase
2.7.1.204	protein-N(pi)-phosphohistidine--D-galactose phosphotransferase
2.7.1.205	protein-N(pi)-phosphohistidine--D-cellobiose phosphotransferase
2.7.1.206	protein-N(pi)-phosphohistidine--L-sorbose phosphotransferase
2.7.1.207	protein-N(pi)-phosphohistidine--lactose phosphotransferase
2.7.1.208	protein-N(pi)-phosphohistidine--maltose phosphotransferase
2.7.1.209	L-erythrulose 1-kinase
2.7.1.210	D-erythrulose 4-kinase
2.7.1.211	protein-N(pi)-phosphohistidine--sucrose phosphotransferase
2.7.1.212	alpha-D-ribose-1-phosphate 5-kinase (ADP)
2.7.1.213	cytidine kinase
2.7.1.214	C7-cyclitol 7-kinase
2.7.1.215	erythritol kinase (D-erythritol 1-phosphate-forming)
2.7.1.216	farnesol kinase
2.7.1.217	3-dehydrotetronate 4-kinase
2.7.1.218	fructoselysine 6-kinase
2.7.1.219	D-threonate 4-kinase
2.7.1.220	D-erythronate 4-kinase
2.7.1.221	N-acetylmuramate 1-kinase
2.7.1.222	4-hydroxytryptamine kinase
2.7.1.223	aminoimidazole riboside kinase
2.7.1.224	cytidine diphosphoramidate kinase
2.7.1.225	L-serine kinase (ATP)
2.7.1.226	L-serine kinase (ADP)
2.7.1.227	inositol phosphorylceramide synthase
2.7.1.228	mannosyl-inositol-phosphoceramide inositolphosphotransferase
2.7.1.229	deoxyribokinase
2.7.1.230	amicoumacin kinase
2.7.1.231	3-oxoisoapionate kinase
2.7.1.232	levoglucosan kinase
2.7.1.233	apulose kinase
2.7.1.234	D-tagatose-1-phosphate kinase
2.7.1.235	lipopolysaccharide core heptose(I) kinase
2.7.1.236	NAD(+) 3'-kinase
2.7.1.237	GTP-dependent dephospho-CoA kinase
2.7.1.238	phenol phosphorylase
2.7.1.239	alpha-D-ribose-1-phosphate 5-kinase (ATP)
2.7.2.1	acetate kinase
2.7.2.2	carbamate kinase
2.7.2.3	phosphoglycerate kinase
2.7.2.4	aspartate kinase
2.7.2.6	formate kinase
2.7.2.7	butyrate kinase
2.7.2.8	acetylglutamate kinase
2.7.2.10	phosphoglycerate kinase (GTP)
2.7.2.11	glutamate 5-kinase
2.7.2.12	acetate kinase (diphosphate)
2.7.2.14	branched-chain-fatty-acid kinase
2.7.2.15	propionate kinase
2.7.2.16	2-phosphoglycerate kinase
2.7.2.17	[amino-group carrier protein]-L-2-aminoadipate 6-kinase
2.7.2.18	fatty acid kinase
2.7.2.19	[amino-group carrier protein]-L-glutamate 6-kinase
2.7.3.1	guanidinoacetate kinase
2.7.3.2	creatine kinase
2.7.3.3	arginine kinase
2.7.3.4	taurocyamine kinase
2.7.3.5	lombricine kinase
2.7.3.6	hypotaurocyamine kinase
2.7.3.7	opheline kinase
2.7.3.8	ammonia kinase
2.7.3.9	phosphoenolpyruvate--protein phosphotransferase
2.7.3.10	agmatine kinase
2.7.3.13	glutamine kinase
2.7.4.1	ATP-polyphosphate phosphotransferase
2.7.4.2	phosphomevalonate kinase
2.7.4.3	adenylate kinase
2.7.4.4	nucleoside-phosphate kinase
2.7.4.6	nucleoside-diphosphate kinase
2.7.4.7	phosphooxymethylpyrimidine kinase
2.7.4.8	guanylate kinase
2.7.4.9	dTMP kinase
2.7.4.10	nucleoside-triphosphate--adenylate kinase
2.7.4.11	(deoxy)adenylate kinase
2.7.4.12	T2-induced deoxynucleotide kinase
2.7.4.13	(deoxy)nucleoside-phosphate kinase
2.7.4.14	UMP/CMP kinase
2.7.4.15	thiamine-diphosphate kinase
2.7.4.16	thiamine-phosphate kinase
2.7.4.17	3-phosphoglyceroyl-phosphate--polyphosphate phosphotransferase
2.7.4.18	farnesyl-diphosphate kinase
2.7.4.19	5-methyldeoxycytidine-5'-phosphate kinase
2.7.4.20	dolichyl-diphosphate--polyphosphate phosphotransferase
2.7.4.21	inositol-hexakisphosphate 5-kinase
2.7.4.22	UMP kinase
2.7.4.23	ribose 1,5-bisphosphate phosphokinase
2.7.4.24	diphosphoinositol-pentakisphosphate 1-kinase
2.7.4.25	(d)CMP kinase
2.7.4.26	isopentenyl phosphate kinase
2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase
2.7.4.28	([Pyruvate, water dikinase] phosphate) phosphotransferase
2.7.4.29	Kdo2-lipid A phosphotransferase
2.7.4.31	[5-(aminomethyl)furan-3-yl]methyl phosphate kinase
2.7.4.32	farnesyl phosphate kinase
2.7.4.33	AMP-polyphosphate phosphotransferase
2.7.4.34	GDP-polyphosphate phosphotransferase
2.7.6.1	ribose-phosphate diphosphokinase
2.7.6.2	thiamine diphosphokinase
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2.7.6.4	nucleotide diphosphokinase
2.7.6.5	GTP diphosphokinase
2.7.7.1	nicotinamide-nucleotide adenylyltransferase
2.7.7.2	FAD synthase
2.7.7.3	pantetheine-phosphate adenylyltransferase
2.7.7.4	sulfate adenylyltransferase
2.7.7.5	sulfate adenylyltransferase (ADP)
2.7.7.6	DNA-directed RNA polymerase
2.7.7.7	DNA-directed DNA polymerase
2.7.7.8	polyribonucleotide nucleotidyltransferase
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase
2.7.7.11	UTP--xylose-1-phosphate uridylyltransferase
2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase
2.7.7.13	mannose-1-phosphate guanylyltransferase
2.7.7.14	ethanolamine-phosphate cytidylyltransferase
2.7.7.15	choline-phosphate cytidylyltransferase
2.7.7.18	nicotinate-nucleotide adenylyltransferase
2.7.7.19	polynucleotide adenylyltransferase
2.7.7.22	mannose-1-phosphate guanylyltransferase (GDP)
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase
2.7.7.24	glucose-1-phosphate thymidylyltransferase
2.7.7.27	glucose-1-phosphate adenylyltransferase
2.7.7.28	nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase
2.7.7.30	fucose-1-phosphate guanylyltransferase
2.7.7.31	DNA nucleotidylexotransferase
2.7.7.32	galactose-1-phosphate thymidylyltransferase
2.7.7.33	glucose-1-phosphate cytidylyltransferase
2.7.7.34	glucose-1-phosphate guanylyltransferase
2.7.7.35	ADP ribose phosphorylase
2.7.7.36	aldose-1-phosphate adenylyltransferase
2.7.7.37	aldose-1-phosphate nucleotidyltransferase
2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
2.7.7.39	glycerol-3-phosphate cytidylyltransferase
2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase
2.7.7.41	phosphatidate cytidylyltransferase
2.7.7.42	[glutamine synthetase] adenylyltransferase
2.7.7.43	N-acylneuraminate cytidylyltransferase
2.7.7.44	glucuronate-1-phosphate uridylyltransferase
2.7.7.45	guanosine-triphosphate guanylyltransferase
2.7.7.46	gentamicin 2''-nucleotidyltransferase
