# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
: 42 7 52 4 8 60 3 5-6 8 76 83 5 7 90 3 7 9 403 7 9 11 3 5 8 23 6 32 6 8 44 6-7
: 50-1 6-7 9 61 74-5 8 80-1 4 6 90 5 7 504 8 10 5 7 9 21-2 4 6-7 9-30 2 4 6 40
: 4 9 56 75 80 4 6-7 9 91 3 6 8-9 603 8 10 2 7 9 21 3 5 9-30 40 7 54 60 2 70 3
: 5 7 81 4 6 92 4 6 8 713 5 8 20 2 5 9 31 3-4 8 41 3 5 7 9-50 4 61-2 74 81-2 7
: 93 8 802 7 11 3 23 30 6 43 5 52 8 63 6 8 71-2 8 81 3 5 9 91 3 904 6 9-10 2 4
: 6 26 8 35 7 43 7 9 51 4-5 9 61 3 6 70 6 81 7 91 3 8
: 1003 5 7 9 11 8 20 2 4-5 9 31 3 49 53 5 7 62 4 7 9 78 80 5 7-8 105 8 10 3 27
: 31 4 6 43 5 51 3 5 9 63 9 71 5 81 3 6 8 92 4 6 9 204 7 11 5-6 9 21 3 5-6 32-3
: 5 7 9 42 7 9 51 8 62 4 6 78 80 7 9 91-2 301 8 12 4 20 2 7 31 3 9 43 5 7 50 2
: 65 9 75 9 87 9 91 3 6 400 2 5 7 11 4 6 8 23 5 9 32 5 7 41 4 53 5-6 8 62 5 7
: 70 2-3 80-1 7 93 5 8-500 2 4-5 7 9 12 4 6 8 20 3-4 6 30 5 7 51 5-6 64 6 8 75
: 8-9 81-2 4-5 7 603 5 7 9 12 9 25 8 30 4 43 5 8 56 62 4 6 71 3 6 9 83 5 9 97
: 9-700 2-3 7-8 10 6 20 2 6 8 31 3 5 7 9 41 5-6 50 3-4 6 8 60-1 3 5 8 78 80 6
: 95 7 804 6 8 10-1 4 6 8 20 2 4 8 30 2 4 43 6 9 57 60 4 6 70 5-6 8 86 91 3 5 7
: 9 901 13 5 7 9 21 3-4 33 5 9 42 6 8 50 2 4 6 60 5 7 9 75 7 9 82 9 91 5
: 2002 4 6-7 9 11 5 7 9 21 5 9 31 5-6 9 45 7 9 51 61 9 71 3 5 7 9-80 2 4 8 90 2
: 4 8 100 2 6 9 11 6 8-9 24 6 8 30 4 8 40 2 54 6 8 60 3 6 9 75 7 84 6 93 7 9
: 201 6 10 4 6 8 21 3 7 9 32 5 40 5 54 6 8 60 2 70 2 7 83 5 7 91 4 7 9 301 3-4
: 6 8 10 4 6 35 43 5-6 8 51-2 4 6 8-9 61 3 70 2 6 8 85 8 91 5 401 3 6 8 10 2 5
: 7-8 24 30 4 42 4 55 9 61-2 4 6 8-9 73 5-6 83-4 7 93 8 502 4 7 11 4 6 8 20-1 3
: 6 8 31 3 5 9 41 4-5 7-8 50 9 61 6-7 71 5 81 3 7 9 91 3 7 603 8 10 2 7 9 22 7
: 33 6-7 45 7 50 4-5 8 60 8 73 5 8 80 2 4 7 91 3 7 702 4 7 13 5 9 21 5 30 5 9
: 43 9 53 5 7 9 61 4 76 80 2 4 7 91 4 6 9-800 2-3 5 15 21-2 4 7 9 34-5 7 40 2 4
: 50 2 4 6 8 62 4 6-7 70 2 4 6 9 89 94 9 905 7 14 25-6 8 32 4 42 9 59 61 3 6 70
: 2 4 6 8 84 8 90-1 3 5 7 9
: 3001 3 8 20 4 6-7 32 4 6 8 50 4 6 8 60 2 4 7 71 3 5-6 8 81 3 8 101 3-4 6 8 10
: 2 4 6 23 8 30 2 4 6 42 4 52 4 6 8 60 2 4 6 71 3 7 85 94 6-7 9 201 5 11 4 6 8
: 27 9 45 7 9 52 5 8 60 4 8 71 3 6 83 5 7 91 3 304 6 15 8 20 2 4 8 31 5 47 56
: 8-9 61 70 3 5 8 84-5 9 91 5 9 402 4 8 10 7 9 22 34 6-7 9 41 3 51 5 8 60 2 5 7
: 75 7 89 93-4 6 500-1 3 5 10 2-3 23-4 6 8 30 4 6 41 4 6-8 50 2 4-5 7-8 61 3
: 8-9 71 4-6 8 84 6 9 92 4 6 8 617-8 22 7 9 33 8 44 8 50 3 5 7 9 61 3 5 7 9 73
: 81-2 7-8 90 8-9 701 4 6 8 10 2 4 6 8 20-1 3 5 7 9 33 5 7 9-40 2 4 6-7 9 53 5
: 60 3 71 3 80 3 5 92 6 8 804 6 10-1 5-6 21 9 39 44 8 50 2 4 6 8 62 6 8 71 7 81
: 5 9 99 904 6 10-1 28 30 3-4 7 9 42 6 8 50 6 8-60 6 73 80 3 92 4 7
: 4008 10 2 4 6 8 20 3 7 31 4 6 8 40 2 4 6 9 55 7 61 72 9 81 4 6 93 6 104-5 9
: 16 25 7 9-30 2 9 45 53 5 9 61 3 5-6 70 3 5 7 9 82 4 6 94 7 201 5 11 3 5 24 6
: 8-9 31 3 5 7 41 3 6 53 6 63 5 7 81 4 9 91 7 9 304 7 12 20 4 30 5-6 8 40 5 8-9
: 51 3 5 62-3 5-6 8 72 6 8-9 81 3 5 91 3 7 406 12 4 7 9 23 31 3 5 8 40 3 6-7 50
: 6 60 2 4-5 7 71 5 7 9 81 4 7-8 90 6-7 501 4 8 12 8 20 2 5 7-8 32 4 6 47 52 60
: 6 8 76 82 7 91 3 7 9-600 2 6 12 4 6 20 2 4 6 8 32-3 5 7 9 42 53 6 8 60 5 7-8
: 70 4 6 80 7 9 94 6 700 2 4 7 20 2 4 6 8 31-3 5 7 41 3 5 7-8 50 2 4 6 8 60 2 4
: 6 73 6 85 9 91 4 7 803 6 10 2 6 8 20 4 6 8 39 48 50-1 5-6 64 6 77 9 85 905 7
: 14 7 9 21 3 5 7 9 33 5 46 8 63 9-70 2 4-5 9 81 90 7
: 5002 6 8-9 11 3 5-6 32 7 9-40 2 4 6 51 65 7 9 71 3 7 9 81 3 5 9 93 5-6 8 100
: 11 4 20-1 30 40-1 3 5-6 8-9 56 8-9 61 3 5 8 72 4 6 8 80 2 4 6 8 90 2 4 7 9
: 202 4 10 2 5 7 25 7 9 36 42 5 7 9-50 2 4 6-8 60-2 74 99 303 7-8 13 6 8 20-1 6
: 30 2 7 9 42 6 9 51 8 67 9 71 3 5 7 83 9 93-4 8 400-1 4 10-2 40 505 67 74 8 84
: 91 3 5 7 601 3 5 7 11 3 8 20 2 6 34 6 43 6 8 50-1 60 2-3 5 7-8 70 7-8 80 5 9
: 93 7 701 3 7 9 15 23 31 3 7 45 7 53 5-6 62 6 9 74 6 9 84-5 7 9 91-2 4 6 8 809
: 11 7 9 21 3 30 2-3 8 42 8 50 63 5 7 71 5 7 9 86 8 90-1 6 8 903 5 8 10 2 6 23
: 5 30 3 6 9 43 6 8 54 8 62 4 7 74-5 9 81 3 7 91 4-5 8
: 6000-1 4 6-7 11 3 5 7 20 2 4 6 34 6 8 40 4 6 9 51 7 60 2 72-5 7 9 81 5 8 93 8
: 100 4 8 17 9 21 5 7 9 31 8 40 3 5 7 51 3 62 5 9 71 3 6 82-3 5 8 93 6 206 10
: 20 2 4 7 9 32 6 41 4 7 51 5 7 9 61 4-5 8 71 7 82 4 7 9-90 2 303 5-6 12 5 7 9
: 21 3 6 8 32 4 41 53 7 63 5 75 9 83 5-6 90-1 3 8 400 9 11-3 5 8 25 31 3 5 7 40
: 2 4 6 8 58 60 70 2-3 5 80 2 5 9 97 500 3 5 9 11 3 5-6 8 29-30 8 41 3 8 52 7 9
: 64 8 70 3 7-8 80 4 90 2 4 603 5 10 2 6 9 25 7 32 9 41 7 51 6 8 61 5 7 70 2 4
: 6 8 83 5 90 2-3 5 7 9 701 3 7 9-10 2-3 20 5 7 9 31 3 5 7-8 42 5 54 7 62-3 8
: 70 7 9 82 4 6 9 91 3-4 806 8 10 2-3 6 22 30 2 4 8 40 2 4 9-50 2 5 7 61 3-4 9
: 72 4 8 80 2 4 6-7 91 3 5 908 10 2 5-6 8 21 3 5-6 39 49 54-5 65-6 8 73 5 81 4
: 6 97
: 7000 2 5 7 9 11 6 8 20 3 5 7 9 31 3 5 44 6 8-9 51 6 8 64 6 8 70 4 9 81 5 91 3
: 101 3 9 11 3 8 20 3 8 34 8 48 59 61 7 9 71 8 80 2 5 7 9 97 214 6 9 21 3 8 30
: 2-3 5 7 43 5 7 9 51 7 61 3 5-6 8 70 2 7 87 90 2-3 9 301 4-5 7 9 16 8 26 32 4
: 48 50 62 4 6 70 2 4 7-8 80-1 4 6 94 403 5 7-8 10 4 9 21 3 5-6 8 34 6 40 3 5 7
: 51 7 9 61 3 5 72 4 7 9 85 98 500 2 4 7 13 5 9 27 38 40 2 4
: 728298-304 6 8-15 7-9 21 4 9 32-5 7-8 41-4 7-52 4-5 7-60 2-3 5-6 8-9 71-3 6-9
: 81-5 7 9-91 3-4 7 9-401 3-5 8-11 3 5-21 4-5 7 9-35 41-2 5 8-50 2-4 6-63 6-9
: 72 5-8 80-5 7 9-95 7-9 501-7 9-11 3 5-7 9-22 4 6-7 9-34 6 8-43 7-9 53-8 60-1
: 4-7 9-81 4-8 90-4 6 601-4 6 9 12-4 8-20 2 4 7-9 33 6-8 41-6 8-54 7-9 61-7 70
: 5 7 9 81-7 9-90 2-3 5-7 701 4-5 8 13-20 2-30 3-6 8 41-4 6-8 51-5 7 9-62 6-8
: 71-6 8-82 4-7 90-1 3 6 9-800 2-3 5-8 13 6-7 9 21-6 9 33-4 6 8-48 52 5 7 60
: 2-4 6 8 71 5 7-85 8-9 91-4 6-903 5 8-11 3-5 8-20 3 5 8-39 41-3 6 8 50-1 4
: 6-61 3-6 8-76 9 82-3 5-7 9-92 4-8
: 9003 5 7 13 6-8 21-4 9-33 7 42-3 6-52 5-9 62-5 7 9-71 6-80 2 5 90 2-3 7-8
: 100-4 6-8 10-6 8-24 6-7 9 33-4 6 8-9 41-4 6 8-50 3 5-65 7-9 71-9 81-6 8-90 6
: 8-9 201-3 7 9-12 4-5 21-3 5 30 2-4 8 42-3 5-6 8-9 51 4-61 4 7 9-71 3-8 80
: 4-90 3 7 9 303 7-11 4 6 8-9 21-3 7-8 33-7 41-3 5-6 9 51 3-7 9-60 2 5-6 9-70 2
: 81 4-6 8 92-4 8 401-3 5-6 8-10 4-5 8-9 21-2 5-6 30 3-4 6 8-42 6-7 50 3-5 7
: 9-61 3-5 9 72-5 80-6 8-9 93 6-8 502 4-6 8-13 5 8-22 4-6 8-30 2-3 5-7 9-44
: 7-50 2 4-7 9 62-72 4-99 603 5 7-15 7-9 21 4 6-7 9-42 4-6 8 50-1 4 6-7 61 3-4
: 6-71 4-5 8-9 82-3 6-8 90 3-6 8-702 4-5 7 9-11 3 5-6 9-20 2-3 7-30 2-5 8-42
: 4-7 9-54 6 8-61 3-71 3-5 7-80 2-4 6-7 90-3 5 7-803 6-9 11-2 5 7 20 2-30 3-4
: 42-6 8-60 2 5-7 70-1 3-5 8-9 84-7 9 92-906 10-1 3 6-20 2-3 5-34 8-41 3 6-8
: 50-1 3-61 3-6 8-71 4-6 8-9 81-3 5-6 8-93 5
: 30001-3 5-6 8-9 12 5 7-25 8-9 33 6-40 5-6 8 52-4 6 62-72 4-7 9 83-5 7-95
: 9-101 4-15 7-20 3-5 7-34 6 9-40 2 4-50 3-7 61-2 4-70 3-5 8 82 4-5 8-90 3-4 7
: 200-7 9-18 21 4 7 9-32 5-8 40-5 7-8 51-5 8 63 5-9 74-6 8-88 91-3 5-7 300 2-6
: 8 10 2 4-5 7 20-1 3-6 8-30 5-46 9-51 3 5-6 8 61 4 6-8 70 5-6 8-9 82-3 5 7-92
: 6-7 9-400 5-8 10-3 5-7 9 22-3 5 7-8 30-3 7-9 42-4 8 50 4 6-66 9-71 3-4 6-81
: 3-6 8 90 2-5 7 500 2 6 8-10 3-5 7 21 3-4 30-1 3 9-40 3-5 8-9 51-3 5 8-63 5-8
: 73-7 9-80 2 4-9 91 4-8 600-1 3-4 9-13 8 20 2-3 5 8-9 32 4-7 9-41 4-8 53-4 6 8
: 61 6-77 9-81 3-7 9-91 4-5 7-9 702-3 6-7 9-15 7 20-2 4-5 7 33 5 7-43 5 7-51
: 3-7 9-61 3-4 7-70 2-4 6-7 80 4 6-7 91-800 3 5 7-9 11 7 9 24-5 9-32 41 4 6-8
: 50 2-3 7 60 2 4-5 8-70 2-6 8-80 2 4-5 90 4-911 3 5-8 21-6 8-31 3-4 6 9 41 3-7
: 51-4 6 8-9 61 3-7 9-72 4-7 80-8 90 4
: 6-1005 8-12 4-5 7 9 22-4 6-7 9-30 4 6-8 40-3 6 9-51 4-7 60-1 3-4 6 9-71 4
: 7-81 3 90 2-4 6 8 103 6-7 10-2 4-6 8-9 21-2 4-7 30-7 40-2 6-52 7-64 6 8 72
: 8-83 6-7 90-1 4 8-204 9-10 2-5 8 21-4 6-8 31-7 9-42 7-53 6-8 62-6 9-70 3-4
: 9-83 5-8 90-1 3-4 6-300 2 8 11 3-5 7-22 4-5 8 30-6 40-1 3 5-52 6 61-2 4-7
: 71-2 4-8 81 4-5 7-90 2-7 9 401-5 8-16 9-21 3 5-7 30 4-7 43-4 6 8 51 4-62 4
: 6-7 9-70 2 5-9 83-5 7 91 3-4 7-500 3-6 10-5 7-21 3-6 8-32 4-43 50-2 4 6 8
: 61-9 71 3-4 9-85 7 90 2-6 8 600 2 9-15 7 9 23-4 6-7 9 31-3 5-40 2-5 50-6 9-63
: 5-9 72 5-7 9-82 4 6 8-92 5-6 9-702 4-6 8-9 12 4-7 9-20 3-30 2-3 5-7 9-41 3-6
: 8-51 5 9-61 6-8 70-1 3-4 6-80 3-7 91 3 5-6 8-9 801-2 4 6-11 3-4 7-9 22 4-6
: 9-32 5-6 9 41 3 5-8 50-7 9 61-2 5 7-8 71-4 6-8 80-1 3-91 3 5-6 8-903 5-8 10-3
: 5-6 8 20-1 3-4 6-9 32-4 6 9-41 4 6-53 5 8-62 4-81 3-90 2 4-7
: 2001-6 8-9 11 6-21 3-5 7-9 31-2 5-43 5-6 53-9 62-3 5 8-70 5-6 8-85 8-90 4
: 6-104 6-7 11-2 4 6-20 2 5-6 8 30-8 40-1 3-5 9-52 5-6 60 2-4 6-7 9-71 3-4 6-7
: 81-93 7 200-6 8 10-1 5-22 4-5 8-33 5-8 43-4 8 50-2 4-6 9-64 6-70 2-3 7-8 80-3
: 6-7 90 2-6 300-1 3-9 11 4-6 9-20 2-9 35 7-40 2-50 2-3 5 7-8 61 6 8-70 3 5-86
: 8-92 5 400-1 3-4 7-10 4 6-20 3-4 8 30-3 6-7 9-40 3-56 60 2-5 8-9 71-2 4-7
: 9-80 2-6 8-9 91-3 6 9 503-6 8-9 12-5 7 20-3 31-6 8-9 44-50 2-4 7-8 60-5 7-9
: 72-6 8-81 3 7 9 91-601 6-7 9-10 3 5-6 8-20 2 5 30-5 7-41 4-9 52-4 6-7 60 5
: 7-9 71-2 6-8 82-7 90 3 6-8 700-8 11-21 3-5 7 9-31 3-7 9-41 4 6-9 52-7 9-62 4
: 6-70 5 80-3 6 8 93-6 801 4-6 8-11 4 6-7 9 21-3 5 30-3 6-41 3-4 7-9 51-3 8 60
: 3-4 6 8-70 3-87 91 5-6 8-904 6 8-9 11-4 6-23 5-7 30 2-3 6 9-40 2-4 6 8-61 4 6
: 8-74 6-7 9 81 4-6 9 91-5
: 7-3000 5 11 6-25 7 34-42 5-6 8 50 4 7-8 60-1 3-4 7-70 4-7 80-1 9-92 4 101 4
: 7-9 12 4 7-8 23-4 8-9 32 4-7 40 2-3 5-7 9-52 5 7 61 3-5 7-71 4 81 4-5 7-90
: 3-7 202 5-6 10-2 4 7 20-5 7-31 4-41 4-5 9 52 4-6 8 60-3 5-73 5 7-80 2-3 6-93
: 5-301 9-11 3-5 7 21-3 5 7 30-1 3 9-41 3-4 7 9-53 5-6 8 62-74 6-7 9 81-3 5 9
: 92-4 7-408 10-2 5-20 3 6 8-38 40-3 5 8-9 51-3 6-60 2 5 7-70 3 6-7 82-4 7-91
: 3-6 501 4 7-9 13 7 23-4 6-8 31-2 6-42 4 6 9-52 5-7 60-7 9-80 3-93 5 8 602-4 6
: 8-13 6-8 21-2 6 8-32 4-6 8 41 3-51 3-4 6-9 64-7 9 73-4 6-7 9-87 9-91 4-5 8
: 701-3 6-9 11-2 5-6 20 2 4 7-9 31 4 8 40 3-5 7-8 50 2 5-7 62-4 6-8 70-1 4-7 80
: 2-5 8-90 3-7 803-4 7-13 5 7 21-2 6-9 31-3 5-41 3 6-54 7-61 5 7 9-70 2 6-8
: 83-9 93 5-8 901-2 4-5 8 13-6 8 20-2 9-30 2 5-6 8 40-2 4 6-56 8-62 8 70 5 8-80
: 3 6 8-9
: 91-4002 5-6 8-11 5-9 21 4 6 8-32 4-7 9-42 5 8-52 4 6 61-4 8 71-2 4-9 81 3-91
: 3-4 6-7 9-101 3 7-10 2 4-5 7-20 3-4 9 33-9 42-4 6-9 51-2 4-5 60-9 72-7 9 83-9
: 91 4-6 200 3-6 9-10 3 6-7 9 22-6 9-30 2-3 7-49 51-4 6 60-2 5-7 9-70 2-5 7-8
: 80-2 8-92 4-6 9 303-7 10 2 9 22-3 5-6 8-9 33-5 7 43-4 7-8 52-5 7-60 6 9-70
: 3-6 8-9 82-3 5 8-96 9-402 4-5 7 9-10 2 4-6 8-9 23-4 6-9 33-4 6-43 5-6 51-3 7
: 60-1 6 9 73-4 6-7 81-3 8-91 4-6 8-9 501-4 6-10 4 8 22 4-5 8 32-7 40-4 6 8 50
: 2 6 60-3 7-71 3-8 80-3 7-93 600-3 6 8 10 2-4 6-9 21 5-7 9 31-7 9-45 9 52 4
: 6-62 4-5 7-8 70 2-3 6 8-81 3 5-92 4-7 9-701 3 5-7 9-17 9 22-4 7-8 30-6 8-9
: 41-7 50-1 4-7 60-3 6-7 9-75 7 9-80 2-3 5-7 90-4 7 9-804 7-10 2-4 6 8 24 7-9
: 36-7 9-44 6-7 9-50 2 4-8 61-2 4 7 9-70 2-5 9-84 6 9-93 6-9 901-3 5 10 2-3
: 9-20 3-4 8-9 36-8 41-2 4-7 9-50 5-6 8-60 2-8 73-5 7-9 81-4 6 90 2-4 6-9
: 5001 5-6 8-10 2-5 7-21 4 6-30 2 8-40 2-5 7 9 54-5 60 2-7 9-75 7-8 81-4 8-91 3
: 5-8 100 2 4-5 7-8 10-1 7 9-20 3 5-7 9-31 3 5 7-40 2-5 7-51 3 7-9 61-8 70-1 5
: 7-8 80 2 5 7-8 93 5-6 8 200 3-7 12-3 5-20 2-6 9 31-9 41-2 5-8 50-63 5-8 71-4
: 7 9 81-2 4-5 8-9 91-3 300 5-15 9-21 3-4 6-30 3-6 9-40 2-3 5-6 50-2 4-8 64-7
: 70-5 7-81 3-4 6 8-93 5 7-9 401-4 8 11-23 9-33 5-6 8-41 4-5 8 53-5 7 60-2 4-8
: 70 3-5 8 80 4 6-7 9-90 3 5 7-502 4-11 3-5 7-20 2-3 5-7 9-30 3-7 9-41 6-9 51
: 4-5 7-8 61-2 4-5 8 70 2-8 81 3-7 90 2 4-8 600-5 7 9-10 2 5 7-9 22 4-7 30 2-3
: 5 7 9-41 4 6 50 2 8 60-1 3-7 70 3-6 80 2 5 7 90-1 3-6 8-701 3-4 8 10 2-8 22 5
: 8-9 32-4 7 9-41 3 5-52 4-5 7-60 3-4 7-9 72-4 7-9 82-3 5 7-9 91-5 801 3-13
: 7-20 2 5-8 30 2 4-41 5-6 8-53 5 7 60 4-73 5 8-81 3-8 90-2 7-8 900 3-4 6-10
: 3-7 9-20 2-4 6 8-30 2-3 5-6 40-3 7 9-50 2-3 8 60-2 4-71 3-7 9-80 2-90 2-7 9
: 6001 4 6 9-11 7 20-4 6-8 30-1 3 7-41 3-5 7-53 5-9 62 8-9 72-5 8-80 2-5 7-91 3
: 5-8 100-1 3 5-6 12-3 5 7-21 4 6 8-41 3-4 7 9-50 3-7 60-5 7 70-1 3-7 9 81-2 4
: 6-9 91 3-5 7-202 5-7 10-5 7-20 5-7 30-1 3-40 2-3 6-50 3-7 60-1 3 5 7-72 5
: 8-85 9-90 3 6-301 3 5-6 8 11-2 7-9 22 4-43 6-9 52-3 5 7-64 7-8 70 3 5-7 80
: 2-3 5-9 93-5 7-9 401-5 8 10-1 3 5 9-20 3-7 9-31 3 5 7 41 3 7-52 4 6-7 9 61-2
: 4-5 8-9 72-4 9-83 6 8-91 6-9 502 4-8 12 5 7 20-1 3-9 35-6 9-43 5 7-9 52-4 6-7
: 62-3 5-9 73 5-9 81-4 7-94 7-8 601-2 4-7 9 17 21-2 4-5 7 9-30 2 6 8-9 41 3-51
: 7-61 7-8 70 2-81 3-4 9-91 4 7-8 703-5 7-9 14-7 20-3 7 9-30 3-41 7 9-51 3 5-61
: 7-71 3 5-6 9-80 2-3 6-8 91-5 7 800-1 4-5 7-8 10-23 6-30 5 7-40 3 9 51-62 6-8
: 74 8-82 5 8-90 2-3 5-8 900 2-5 8-9 11-4 6 8-22 4-8 33-4 6 8-45 7-8 52 5 7-61
: 4-8 71 3 5-7 80-1 4-6 8-94
: 7-7006 8-14 7-9 22 4 9-30 4-5 9 41 5 7-50 4-5 8-66 9-74 7 9 82-101 3-7 11 3
: 6-8 20-1 7-36 40-1 3-7 9-50 2-4 8 60-3 6-7 70 2 5-6 9-80 4-90 2 4-8 200-2 5
: 7-8 10 4 6-20 3-4 6-34 6-7 9-41 5-7 9-51 4-7 63-71 4-9 81-4 91-2 6 9-300 3
: 5-8 12 4-8 20 3 6-8 32 4-7 42-5 8-50 2-3 5 7-8 60 6 8-71 3-5 8-80 3-6 8-91 3
: 400-2 4-7 10 4-7 20 2-7 9 32-3 5-40 2 6-7 50-1 4-8 60-1 3-7 9 71-5 7 9-84 6-9
: 91-4 7-9 502-4 6 8 12-8 20-4 6-9 31-4 6 8-40 4 6 8 52 4-5 8-9 61-2 6 70-5 8-9
: 81 3 5-6 90-9 601 4-7 11 4-5 7-9 23-5 30-5 42-5 7 9-50 2 6-9 63-5 7-73 5-8
: 80-8 90-1 4 6 8-9 702-10 3 5-9 21-5 7-8 30-1 3 5 7-8 40 5-9 53 5-6 60-6 9-73
: 5-6 8-91 4-5 7-9 801 3 9-12 6-23 5-8 30-1 3 5-41 4 6-7 50 2-3 5 7 9 62 5-6 8
: 71 3-4 8 81-4 6-8 91 3-5 7-900 2-3 6 8-9 16 8-22 6 8-38 40 2-5 7-50 3-6 60-5
: 7-8 70-5 8 80-4 7-91 3-4 6
: 9-8001 7-10 3-6 8-24 7-8 30-1 3 6 8-44 7-51 3 5 8-60 2 4-8 70-1 3-9 81-2 6-7
: 90-5 7-100 3-13 5 7 9 21-4 8-9 31-8 40-2 6 8-9 51-4 6-7 9-60 2-7 9-70 5 7
: 9-80 2-7 92 4 9 201 8 13-6 8 20-1 3 5-32 4-5 8-43 5-8 50 2-3 6-62 6-7 9 71-2
: 6 83 5-90 3-5 7-9 301-3 5-10 2-3 6-8 20 5-7 9 31 4 7-42 4-5 7-9 52-7 60 2-4
: 6-71 3-5 81-90 2 5-401 3-14 6-9 22-5 8 30-1 8-9 42-6 9-56 60 3 5-6 71-3 6
: 80-3 5-7 9-91 4-5 7 501-4 8-14 6 20-4 6 9-31 3 6 8-41 3-9 51-3 5-8 60-1 3-4 6
: 9-71 4-88 90 4 9-601 3-4 6-8 10 2 5-8 21-3 5-7 30-4 6-40 2-4 7-55 7-62 6-70 3
: 6-7 9-83 8-9 91-3 6 8-707 10-2 4-9 21-2 6 9-32 8 40-1 6 51-3 7-74 8 83 5-6 8
: 90-6 8-805 7-10 3-5 7-21 3-5 8-31 3 5 8 40-1 3 6-7 9 51-6 8-63 5 72-5 9 81-3
: 5-9 91 3-7 9 901-5 7-9 11 3-7 9-21 7-9 32-3 6-41 3-58 60-1 4-8 71 8 80 2-3
: 6-8 94-5 7-9
: 9001 3-4 6-7 9-10 4 6-7 21-2 7 30 3 5 7-8 42 5-8 50-1 3 9-60 3 5-7 9 72 4 7-9
: 82 5 9 91-9 102-7 9-11 3-7 9 23 5-8 30-3 5-8 40 2 5-6 8-52 4-5 7-9 61-5 7
: 71-3 6 9-80 2-5 7-90 3 5 7 200-2 4-5 7 10 3 5 7-24 6 8-31 4 6 8-44 7 9-51 3-5
: 8 63 5 8-74 6 80-2 4-7 9 92 4-5 300-3 7-13 5-7 21-6 8 30-2 4-6 8-40 2-7 9-50
: 4 8-60 3 5-7 70-1 4 7-80 4-96 9-401 5-8 10-5 7-20 4-7 9-30 5 7 9-44 6-50 2-6
: 9 64-71 3-4 6-8 83-5 8-9 92 4-6 8-500 2 5-11 3-5 7-8 20-9 32-4 6-7 9-42 4 6-7
: 52-4 6 62-4 6-8 70 2-5 7-83 5 7-91 4-7 601 6-8 14 6-21 3 7 30 3-6 42 4-52 4-5
: 9-60 2 5-7 70-3 5 8-85 90 2 5 702-4 6-8 10 4-9 21 3-6 8-9 32 5-9 41-5 7 50
: 4-9 62-74 6 8-84 8 90-5 7-8 800 2-3 6 8-10 2-5 7 9-22 7-8 30-2 4-6 9-43 7
: 9-54 7-63 5-7 9 73-4 8 80-2 9 92 5 901-4 6-8 10-3 5-23 30-9 41-3 5-6 8-53
: 7-60 2-3 5-72 4-5 8 82-3 6-8 92-4 6-8
: 40000-6 15-6 9 21-4 6-7 30-1 5-6 8-9 41-8 50-3 6-7 60-9 71-4 8-92 4-9 101-3
: 13 6 20-3 5-6 30-1 5-48 51-2 4-66 73-4 6-81 4 8-9 91-4 6-7 200 3 5-9 11-2 4-5
: 7-9 21 3-7 31-5 8 43-52 7-60 3-5 9 71-3 5-6 9-83 5-90 4-7 9-303 6-8 14-9 22-4
: 6-9 32 6-7 40-2 5-6 9 51 3 5-8 61-2 6-7 71-5 8-9 81-8 92 5 7-8 401-7 11-3 6-7
: 9 21-5 9-31 4 6-8 40 2-7 53-5 9 61-4 6 9-73 5 8 80-1 3-7 9-93 5 7 500 8-12
: 4-7 20-5 8-9 32 6 8 42-50 5-60 3-5 8 71-3 9-84 7-9 91 3 5-601 4-6 8 12-22 4-8
: 30 2 5-6 8-9 43-8 50 3-5 7-8 60-1 6-75 7-8 80-5 7-9 91-8 700-4 6-7 10 2-20 2
: 6 9-30 2 4-6 8-41 3 6-8 50-1 4 6-9 63-5 7-8 70-2 6 8-81 3 6-7 90-1 3 5-8
: 801-2 4-5 7-9 14-20 2-6 8-31 5-6 9-44 7-8 52-6 61-9 73-9 81 3-5 7-9 92 4-6
: 8-900 4-7 10-2 5-8 21 3 7 30 7 40 2-5 8-9 52 4-5 7-70 3-4 6-83 6 8 90-1 4-6 9
: 1001 3 5 7 9-10 2-3 5-7 9-20 2 4 30 6 40 2-6 9 51-3 9 61-5 7 9 73 7-9 81-3
: 5-91 3-4 6 8-9 102-4 8 14-6 9 22 4 6-31 3 5 8 42 4-51 3-63 5 7 9-70 3-5 7-8
: 80-2 5-7 9-90 2 5-7 9 204-5 7 11 5 8 21-2 4-8 30-3 6-9 41-5 8 51-2 5-6 8-60
: 3-4 7 70-6 8-9 82-3 6 9-91 5-7 9-300 3-4 8-11 3-5 8-21 3 5 7-9 31-4 6 8-40
: 5-9 51-4 8-64 70-1 5-7 81-3 5 9-90 2 4-6 8-403 5-6 12-20 3-5 7-33 6-7 44 6-53
: 5-61 5 7-9 71 5 7-80 3-4 8-9 91 3-4 6-7 9-503 6-9 12-7 22-5 7-30 4 45-6 53-4
: 7-60 2 5-7 9-70 5 7 80-1 3-6 8-91 3 8-608 10-5 8-21 3 5-6 9 31-2 4 6-7 9 41-6
: 50-1 4-5 7-62 4-5 7 70-2 4-7 9-80 2-3 6-90 2 6-7 9 701 9-11 5-7 9-23 6-33 5-8
: 40-7 51-2 6-9 63-6 8-9 71-2 4-5 8-82 5-6 9-90 3-4 7-9 802 4-9 12-7 9-20 2 5-9
